graph;K;solution;size;gap;runtime(s);optimal?
w_lit_graph_300_40_2.txt;0.75;[4, 8, 63, 105, 136, 157, 175, 188, 236];9;0.3333333333333333;900.07;False
w_lit_graph_300_40_2.txt;1;[4, 8, 49, 59, 70, 137, 182, 183, 212, 250, 284];11;0.36363636363636365;900.04;False
w_lit_graph_400_30_4.txt;0.1;[91, 112, 158, 211, 331, 346, 382, 387];8;0.25;900.01;False
w_lit_graph_400_30_4.txt;0.25;[211, 238, 279, 320, 364, 368, 374, 382, 385];9;0.3333333333333333;900.09;False
w_lit_graph_400_30_4.txt;0.5;[28, 67, 91, 104, 193, 194, 235, 255, 271, 304, 339];11;0.45454545454545453;900.01;False
w_lit_graph_400_30_4.txt;0.75;[94, 95, 104, 110, 115, 163, 185, 216, 235, 308, 310, 330, 374];13;0.46153846153846156;900.05;False
w_lit_graph_400_30_4.txt;1;[7, 22, 77, 116, 205, 207, 235, 261, 289, 298, 304, 374, 385, 395, 397];15;0.4666666666666667;900.07;False
w_lit_graph_200_50_4.txt;0.1;[0, 114, 133, 172];4;0.0;3.76;True
w_lit_graph_200_50_4.txt;0.25;[50, 67, 83, 105, 172];5;0.0;26.46;True
w_lit_graph_200_50_4.txt;0.5;[58, 67, 132, 181, 187];5;0.0;198.6;True
w_lit_graph_200_50_4.txt;0.75;[23, 42, 45, 47, 58, 67, 105];7;0.14285714285714285;900.19;False
w_lit_graph_200_50_4.txt;1;[42, 45, 50, 64, 105, 157, 189, 196];8;0.125;900.01;False
w_lit_graph_100_50_3.txt;0.1;[0, 10, 83, 87];4;0.0;0.41;True
w_lit_graph_100_50_3.txt;0.25;[18, 19, 33, 84];4;0.0;0.21;True
w_lit_graph_100_50_3.txt;0.5;[2, 3, 30, 91, 99];5;0.0;0.6;True
w_lit_graph_100_50_3.txt;0.75;[2, 3, 20, 30, 61, 99];6;0.0;1.97;True
w_lit_graph_100_50_3.txt;1;[10, 14, 30, 34, 58, 79, 90];7;0.0;19.84;True
w_lit_graph_200_50_1.txt;0.1;[52, 165, 168, 194];4;0.0;2.16;True
w_lit_graph_200_50_1.txt;0.25;[63, 135, 136, 185];4;0.0;13.32;True
